distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1434,Todas,28,185,4,80,50,196,211,35,6,6,2,1,14,2,0,0,820,0,81
