distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1435,Casilla Basica,8,85,0,37,23,68,26,9,3,1,0,0,3,2,0,0,265,0,20
