candidato_id,anno,nombre_candidato,numero_de_votos,distrito,PARTIDO_CI
DIP-00201-abdd7f405a744c58bc89f752ec9f6f31,2021,Olga Lidia Herrera Natividad,"9,180",1. Monterrey,Juntos Haremos Historia en Nuevo Leon
DIP-00202-c0c1b384dbf74bd19c11a390376b5aec,2021,Fernando Adame Doria,"27,968",24. Linares,Partido Accion Nacional
DIP-00203-bdad5cd546d74c7aa68335254c327811,2021,Yanet Araceli Maldonado Isassi,"11,074",24. Linares,Movimiento Ciudadano
DIP-00204-2a8925ab9122428085c89132b93ec47a,2021,Guadalupe Calderon Rodriguez,558,24. Linares,Partido Encuentro Solidario
DIP-00205-ef92bc792c0142b7be2432f948ca1b4b,2021,CLAUDIA AZUCENA ESPINOSA LOPEZ,"1,099",24. Linares,Redes Sociales Progresistas
DIP-00206-a284e521055c4137a27f6a5467384e14,2021,Rocio Mora Garcia,616,24. Linares,Fuerza por Mexico
DIP-00207-82b787f48b30468eaedeae5c1f257ef6,2021,Jesus Homero Aguilar Hernandez,"29,913",24. Linares,Va Fuerte por Nuevo Leon
DIP-00208-2b0a5260507e4a239141bdc5504990fd,2021,RUBEN GONZALEZ CABRIELES,"20,186",24. Linares,Juntos Haremos Historia en Nuevo Leon
DIP-00209-c956744d0a0540cfb023fdbb7502cff0,2021,Claudia Gabriela Caballero Chavez,"21,015",6. Monterrey,Partido Accion Nacional
DIP-00210-bed9f6fe2f8c4c89be0ebfa4127c7564,2021,Luis Alberto Cruz Flores,"1,044",6. Monterrey,Partido Verde Ecologista de Mexico
DIP-00211-fc4a678de52546109bba880e835ed82f,2021,Andrea Franchesca Villarreal Lopez,680,6. Monterrey,Partido del Trabajo
DIP-00212-769d71df186b47b29b73b7dff5135f87,2021,Sandra Elizabeth Pamanes Ortiz,"21,594",6. Monterrey,Movimiento Ciudadano
DIP-00213-08822976a00b4314a0f5a32d9e81b0c1,2021,Marco Antonio Martinez Diaz,"11,371",6. Monterrey,MORENA
DIP-00214-e31747ed46234180a20f727851475768,2021,Bertha Martinez Morin,614,6. Monterrey,Partido Nueva Alianza Nuevo Leon
DIP-00215-9516c5408cd84306b8a5704d2b30ec11,2021,MARIANA NATALHY ALVAREZ RANGEL,431,6. Monterrey,Partido Encuentro Solidario
DIP-00216-1e9e0bc0e57d4f16bc5bca4b2c461aa6,2021,Agustin Serna Cisneros,636,6. Monterrey,Redes Sociales Progresistas
DIP-00217-883410edd0874122b9a0c13eb713644b,2021,Gamaliel Garza Hernandez,568,6. Monterrey,Fuerza por Mexico
DIP-00218-a9961f7346df4376ae45757b1677671a,2021,Alhinna Berenice Vargas Garcia,"28,433",6. Monterrey,Va Fuerte por Nuevo Leon
DIP-00219-19d9f3533c71430fba5bd128ed42e9df,2021,Roberto Alviso Marqués,"2,755",6. Monterrey,CANDIDATURA INDEPENDIENTE 1
