distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1432,Casilla Basica,7,68,4,12,17,58,63,12,0,0,1,0,3,1,0,0,246,0,26
