distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1432,Todas,28,205,8,51,53,164,165,25,3,0,1,1,8,1,0,2,715,0,80
