distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1434,Casilla Basica,12,66,1,29,13,67,73,15,2,3,1,1,5,0,0,0,288,0,23
