distrito,sección,casilla,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,v_acumulados,no_registrados,nulos
1. Monterrey,Sección 1435,Todas,32,292,14,104,75,255,179,32,5,4,1,3,12,4,0,1,"1,013",0,81
