candidato_id,anno,nombre_candidato,numero_de_votos,municipio,nombre_normalizado,PARTIDO_CI
MUN-00213-315a6bbf5e8a4a8bbc6e3872ddf78303,2021,MARISELDA DE LEON IBARRA,"5,493",39. Montemorelos,mariselda de leon ibarra,MC
MUN-00214-111857304f3a41cb86474a8dababeae1,2021,MONICA MIROSLAVA DIMAS DE OCHOA,93,39. Montemorelos,monica miroslava dimas de ochoa,VIDA
MUN-00215-f84daca0fc0f4140b363446521381141,2021,MARIO ALBERTO DE LA GARZA GALVAN,"1,211",39. Montemorelos,mario alberto de la garza galvan,ESO
MUN-00216-dd581931180e4c37b6104d41530d7e44,2021,MIGUEL ANGEL SALAZAR RANGEL,"13,057",39. Montemorelos,miguel angel salazar rangel,FCXNL
MUN-00217-7c3beef440a24e3987e23167823d1933,2021,BRENDA MONTSERRAT GARCIA DE LA FUENTE,"4,915",39. Montemorelos,brenda montserrat garcia de la fuente,SHHNL
MUN-00218-0d58102f72da4b29be297620ccdedfc9,2021,RANULFO MARTINEZ VALDEZ,"11,211",40. Monterrey,ranulfo martinez valdez,PT
MUN-00219-2ba8dcd6acb14fd8b5ead67bb5c08514,2021,MARIANA RODRIGUEZ CANTU,"177,596",40. Monterrey,mariana rodriguez cantu,MC
MUN-00220-95c9d112241549ae84c050116979a9fd,2021,PATRICIO EUGENIO ZAMBRANO DE LA GARZA,"80,176",40. Monterrey,patricio eugenio zambrano de la garza,VIDA
MUN-00221-5c905a5f8f77464181a088c40c579a44,2021,ADALBERTO ARTURO MADERO QUIROGA,"8,960",40. Monterrey,adalberto arturo madero quiroga,ESO
MUN-00222-ac2ff46ca5e249619fe20e1dd5bdcc22,2021,ARNOLDO CANTU OCAÑAS,757,40. Monterrey,arnoldo cantu ocañas,PJ
MUN-00223-5077e33fb1de432c8d4c15af1adcaf61,2021,ADRIAN EMILIO DE LA GARZA SANTOS,"216,185",40. Monterrey,adrian emilio de la garza santos,FCXNL
MUN-00224-a88da85652db45a9ab6bb78b75af2d67,2021,MAURICIO CANTU GONZALEZ,"64,922",40. Monterrey,mauricio cantu gonzalez,SHHNL
MUN-00225-a899cd3accf945159721e85a090385d3,2021,ANA IZA OLIVEIRA TREVIÑO,"1,255",41. Parás,ana iza oliveira treviño,PAN
MUN-00226-8f72c6445c2a406296c5907f4b8d94d9,2021,DENNISE MARQUEZ OLIVEIRA,493,41. Parás,dennise marquez oliveira,MC
MUN-00227-23acde46e0414f13a655131f961f2ffd,2021,DIOSELINE AYALA LOPEZ,2,41. Parás,dioseline ayala lopez,VIDA
MUN-00228-f321c759d16e47e58dca6cebcf73ca22,2021,LAURA ISABEL BOWSER NIETO,11,41. Parás,laura isabel bowser nieto,SHHNL
MUN-00229-a08c520c5bfd4971a9806439d5ec213f,2021,MIGUEL ANGEL LOZANO MUNGUIA,"12,062",42. Pesquería,miguel angel lozano munguia,PAN
MUN-00230-f497447788254b6ca93823368a2cd3f4,2021,LORENA VELAZQUEZ GONZALEZ,470,42. Pesquería,lorena velazquez gonzalez,PRI
MUN-00231-a18f7c5c5f53489d95833738967585c5,2021,ANSELMA DEL ANGEL BARRON,134,42. Pesquería,anselma del angel barron,PRD
MUN-00232-b4b13db1cd6c45e9b254b1eab33d8817,2021,YADIRA ELIZABETH MARTINEZ RIVERA,905,42. Pesquería,yadira elizabeth martinez rivera,PVEM
MUN-00233-69c6dd24e51f4399be764dba83da1d9b,2021,NORMA CRISTINA SALAS MUÑIZ,509,42. Pesquería,norma cristina salas muñiz,PT
MUN-00234-6171df8f2a234d0eadaabd47e4e98a17,2021,FRANCISCO ESQUIVEL GARZA,"13,921",42. Pesquería,francisco esquivel garza,MC
MUN-00235-192478cfda4c49dbbe3305073e988c65,2021,KARLA ALEJANDRA AYALA GARCIA,"8,363",42. Pesquería,karla alejandra ayala garcia,MORENA
MUN-00236-ba0f36437c2d429aa7dfde506f7260d2,2021,CAROL MARYELA AGUILAR AVILA,122,42. Pesquería,carol maryela aguilar avila,PL
MUN-00237-f95a7eee9df0480fb200b8a0033025b5,2021,MARIA ELVIRA GALVAN CRUZ,328,43. Los Ramones,maria elvira galvan cruz,PVEM
MUN-00238-ce53f6b73b7a49119589f1c026e54f1d,2021,JESUS PLACIDO RODRIGUEZ TREVIÑO,881,43. Los Ramones,jesus placido rodriguez treviño,PT
MUN-00239-368791b20fba4567be6e4cdd95c6a220,2021,ANA GABRIELA REYES CARRASCO,25,43. Los Ramones,ana gabriela reyes carrasco,MC
MUN-00240-9ead639c095440ea978fac4a1e118008,2021,MAYRA ALEJANDRA TREJO MORENO,124,43. Los Ramones,mayra alejandra trejo moreno,MORENA
MUN-00241-88e1a22641f743df90b104554aacbaec,2021,JOSE ALBERTO TREVIÑO OVIEDO,449,43. Los Ramones,jose alberto treviño oviedo,VIDA
MUN-00242-fd0ea4832cc64480a7383097dfb34ae3,2021,CARLOS ALBERTO RUBALCAVA TALAMANTES,134,43. Los Ramones,carlos alberto rubalcava talamantes,PES
MUN-00243-5cd6a153e8a14d78a9584ffd2147b497,2021,DELIA LIZETH LEAL RIOS,"1,207",43. Los Ramones,delia lizeth leal rios,FCXNL
MUN-00244-06e208d6226944f0bc2337886d22bf83,2021,MARIA GUADALUPE SAUCEDO PEREZ,13,44. Rayones,maria guadalupe saucedo perez,PT
MUN-00245-cdbd595c054f495cb64442e95c985ea8,2021,ZULEMA FABIOLA RAMOS GONZALEZ,483,44. Rayones,zulema fabiola ramos gonzalez,MC
MUN-00246-077e4880c5414925881e5a884abaf6db,2021,MARIA TERESA GARCIA VALDEZ,2,44. Rayones,maria teresa garcia valdez,ESO
MUN-00247-82657d051cf2479c8c6f2227ff03dba3,2021,ROLANDO MONTOYA DEL BOSQUE,"1,781",44. Rayones,rolando montoya del bosque,FCXNL
MUN-00248-c41aaee6b97b419882d0c67cc94fe3d5,2021,MAYRA MARCELA SAUCEDA GALINDO,88,44. Rayones,mayra marcela sauceda galindo,SHHNL
MUN-00249-2009e45644364a899c355c1dd9ece99d,2021,CARLOS DAVILA GARCIA,399,45. Sabinas Hidalgo,carlos davila garcia,PT
MUN-00250-cfba8ac5700b43598c634a48ab33cc90,2021,DORYS MARTINEZ LOZANO,"7,517",45. Sabinas Hidalgo,dorys martinez lozano,MC
MUN-00251-b342218ded6444a385951c95762022d1,2021,ROSALINDA ROSALES ENRIQUEZ,13,45. Sabinas Hidalgo,rosalinda rosales enriquez,VIDA
MUN-00252-9876bbefeb5845acbb8d39109fc1dfda,2021,GODWIN EHLI MENCHACA DELGADO,122,45. Sabinas Hidalgo,godwin ehli menchaca delgado,ESO
MUN-00253-c44376e563654ec4bee691ece0e17b5a,2021,DANIEL OMAR GONZALEZ GARZA,"7,766",45. Sabinas Hidalgo,daniel omar gonzalez garza,FCXNL
MUN-00254-b2a6b5cfa0204c0c9a31f6484bb32cbc,2021,OLIVER GERARDO SANTOS TREVIÑO,"2,780",45. Sabinas Hidalgo,oliver gerardo santos treviño,SHHNL
MUN-00255-37a558c4cacd4deabbf2a40b7436ae31,2021,JUANA PARRA HERNANDEZ,415,46. Salinas Victoria,juana parra hernandez,PT
MUN-00256-7606c93c9b5549aeafc028337e696b56,2021,RAUL CANTU DE LA GARZA,"19,354",46. Salinas Victoria,raul cantu de la garza,MC
MUN-00257-7a35fde0ab73458f9e6815ef834dc3b8,2021,GERARDO MARTIN RINCON FLORES,566,46. Salinas Victoria,gerardo martin rincon flores,VIDA
MUN-00258-7ae4eae128c54007918e7355e2054917,2021,YESENIA LOZANO GONZALEZ,66,46. Salinas Victoria,yesenia lozano gonzalez,PL
MUN-00259-5206489bd7544ade9add245c49e320b3,2021,HECTOR ELIZONDO GONZALEZ,"1,403",46. Salinas Victoria,hector elizondo gonzalez,FCXNL
MUN-00260-b57ef01a4d684d10b6edc8fa5e611881,2021,JESSICA LIZBETH GONGORA RAMIREZ,"3,739",46. Salinas Victoria,jessica lizbeth gongora ramirez,SHHNL
MUN-00261-82b428f33cfa4e64af719545216da7f8,2021,DANIEL CARRILLO MARTINEZ,"84,796",47. San Nicolás de los Garza,daniel carrillo martinez,PAN
MUN-00262-5d5018b209de447896c7c0d8567ef0ca,2021,MARIA VICTORIA CANTU PADILLA,"9,209",47. San Nicolás de los Garza,maria victoria cantu padilla,PRI
MUN-00263-89db0bbbee79482a915dacb3edb7774d,2021,MARIA SORAYA SAHUMARA DIAZ ESQUIVEL,696,47. San Nicolás de los Garza,maria soraya sahumara diaz esquivel,PRD
MUN-00264-7596b96ae6e441e2b8a2cfc71cd9b430,2021,NORMA LETICIA CANTU HERNANDEZ,"4,533",47. San Nicolás de los Garza,norma leticia cantu hernandez,PVEM
MUN-00265-becceb535ad4476da0d913b4043c0053,2021,LUZ KIMBERLY VAZQUEZ TIJERINA,"3,437",47. San Nicolás de los Garza,luz kimberly vazquez tijerina,PT
MUN-00266-5069145002084cc08ef2c94a5f5c9f97,2021,MAYRA ALEJANDRA MORALES MARISCAL,"75,083",47. San Nicolás de los Garza,mayra alejandra morales mariscal,MC
MUN-00267-9447ed085aa7474fbad98330b655f93b,2021,VICTOR DAVID GUERRERO RESENDIZ,"38,963",47. San Nicolás de los Garza,victor david guerrero resendiz,MORENA
MUN-00268-ba392c9aaa574144a142da04210d8c5e,2021,ERIKA MARGARITA RUIZ RUIZ,"2,641",47. San Nicolás de los Garza,erika margarita ruiz ruiz,VIDA
MUN-00269-1fabeee6fdfc4d53a613f35f4057cfcf,2021,ERNESTO MARIO PEREZ BALLESTEROS,560,47. San Nicolás de los Garza,ernesto mario perez ballesteros,PES
MUN-00270-9d0d38b690be4a3c94ca27e45c57cc42,2021,ANA ISABEL NORIEGA MARTINEZ,"2,745",48. Santa Catarina,ana isabel noriega martinez,PVEM
MUN-00271-6aaed258aacc4f3eb06ca5b0d573daf4,2021,CLAUDIA ROSA GARZA TRUJILLO,"2,544",48. Santa Catarina,claudia rosa garza trujillo,PT
MUN-00272-3d51820126494e019dceb9e177d6cec3,2021,JESUS ANGEL NAVA RIVERA,"52,314",48. Santa Catarina,jesus angel nava rivera,MC
MUN-00273-55bb7968e1b94390af829dc2ed43be42,2021,ROBERTO CRUZ ESPINOZA ZAVALA,"20,208",48. Santa Catarina,roberto cruz espinoza zavala,MORENA
MUN-00274-17f3c5a28df04a56890fa4f4f8fb137a,2021,JOEL RODRIGUEZ JUAREZ,"1,106",48. Santa Catarina,joel rodriguez juarez,VIDA
MUN-00275-c457976a9f164e0e8ff7d4c2ce32fb55,2021,JUAN LORENZO RODRIGUEZ CANTU,953,48. Santa Catarina,juan lorenzo rodriguez cantu,PES
MUN-00276-66bb7a0a04a74e05af917f2d60a49ee8,2021,HECTOR ISRAEL CASTILLO OLIVARES,"49,319",48. Santa Catarina,hector israel castillo olivares,FCXNL
MUN-00277-827d96315eb3482ba7f695c057628c90,2021,MARCELA GUADALUPE DUEÑAS VALADEZ,330,49. Santiago,marcela guadalupe dueñas valadez,PVEM
MUN-00278-601d8e72aa8f47d483914fc2fe0efa43,2021,CLAUDIA ANGELINA CERVANTES NAVARRO,585,49. Santiago,claudia angelina cervantes navarro,PT
MUN-00279-f0d8b39671364060a541689fa4a05849,2021,JUANA MARIA RODRIGUEZ SALAS,"2,522",49. Santiago,juana maria rodriguez salas,MC
MUN-00280-01b28cb008ca48f5af70714eb1270b0c,2021,ALICIA MARIBEL VILLALON GONZALEZ,"3,582",49. Santiago,alicia maribel villalon gonzalez,MORENA
MUN-00281-c5e767ead8ff4bfb8cda312b24f6a8e5,2021,OSCAR CAZARES OROZCO,97,49. Santiago,oscar cazares orozco,PL
MUN-00282-72e20bc84857432ca7b7c0eed6330da3,2021,DAVID DE LA PEÑA MARROQUIN,"18,921",49. Santiago,david de la peña marroquin,FCXNL
MUN-00283-cb0bfbedcade49f983156f4c9f5511ba,2021,ERASMO SERNA VAZQUEZ,"1,040",50. Vallecillo,erasmo serna vazquez,PT
MUN-00284-f956edd6316a423584245d3cb1444a4d,2021,NATALIA SELENE ESQUIVEL MORENO,38,50. Vallecillo,natalia selene esquivel moreno,MC
MUN-00285-6af3b1b6059d41efbc05681b8ec39d2c,2021,LUDIVINA GUZMAN VAZQUEZ,564,50. Vallecillo,ludivina guzman vazquez,FCXNL
MUN-00286-b2df844dfadf4daa9bb9a4672fd1a103,2021,ANA PATRICIA SANCHEZ PEREZ,14,50. Vallecillo,ana patricia sanchez perez,SHHNL
MUN-00287-b291847c34b841fca58eba6236f3885c,2021,CYNTHIA ALEIDA TREJO MARTINEZ,7,51. Villaldama,cynthia aleida trejo martinez,PAN
MUN-00288-5df590cfa7a94351bbcdca3f50cadc7d,2021,JUAN ANTONIO PALOMO ACEVEDO,31,51. Villaldama,juan antonio palomo acevedo,PRI
MUN-00289-dcf5559a43df4bd29b0174dbe4a47095,2021,GONZALO ROBLES ROSALES,975,51. Villaldama,gonzalo robles rosales,PVEM
MUN-00290-95f2e0e6cb434ba998b9a0893622fa62,2021,LUIS EDUARDO SEPULVEDA DE LEON,"1,758",51. Villaldama,luis eduardo sepulveda de leon,MC
MUN-00291-e15cfb41881142c0af98223fbe18b45a,2021,MARIA ADELINA TRISTAN RODRIGUEZ,79,51. Villaldama,maria adelina tristan rodriguez,MORENA
MUN-00292-50ff5c9fa1034e63b08b98e11137bb87,2021,ELSA JANETTE MENDEZ GUEVARA,3,51. Villaldama,elsa janette mendez guevara,ESO
